Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Intake Valves Per Cyl2,Exhaust Valves Per Cyl,Fuel injection
AVIATOR AWD,318,3,6,10,Auto(S10),20,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAVIGATOR 4WD,118,3.5,6,10,Auto(S10),18,Turbocharged,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
LEVANTE,41,3,6,8,Auto(A8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
LEVANTE GTS,45,3.8,8,8,Auto(A8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
LEVANTE S,40,3,6,8,Auto(A8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
LEVANTE TROFEO,46,3.8,8,8,Auto(A8),15,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
AMG G 63,440,4,8,9,Auto(A9),14,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
G 550,435,4,8,9,Auto(A9),14,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLE 450 4MATIC,408,3,6,9,Auto(A9),21,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLE 580 4MATIC,405,4,8,9,Auto(A9),19,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLS 450 4MATIC,421,3,6,9,Auto(A9),21,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLS 580 4MATIC,406,4,8,9,Auto(A9),18,Turbocharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
ARMADA 4WD,283,5.6,8,7,Auto(S7),15,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cayenne,401,3,6,8,Auto(S8),20,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cayenne Coupé,403,3,6,8,Auto(S8),20,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cayenne S,411,2.9,6,8,Auto(S8),20,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cayenne S Coupé,413,2.9,6,8,Auto(S8),19,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cayenne Turbo,421,4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
Cayenne Turbo Coupé,423,4,8,8,Auto(S8),17,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
ASCENT AWD,33,2.4,4,8,Auto(AV-S8),23,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ASCENT LIMITED/TOURING AWD,34,2.4,4,8,Auto(AV-S8),22,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
4RUNNER 4WD,29,4,6,5,Auto(S5),17,Naturally Aspirated,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
4RUNNER 4WD,207,4,6,5,Auto(S5),17,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
HIGHLANDER HYBRID AWD,77,2.5,4,6,Auto(AV-S6),35,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
HIGHLANDER HYBRID AWD LTD/PLAT,103,2.5,4,6,Auto(AV-S6),35,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
LAND CRUISER WAGON 4WD,54,5.7,8,8,Auto(S8),14,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
SEQUOIA 4WD,57,5.7,8,6,Auto(S6),14,Naturally Aspirated,Y,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Atlas 4Motion,58,3.6,6,8,Auto(S8),19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XC90 AWD,52,2,4,8,Auto(S8),21,Turbocharged+Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
XC90 AWD,53,2,4,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
